Name,Description,Model,Predictions
Susceptibility of A. gambiae s.l. from C&#244;te d&#8217;Ivoire to Insecticides on Insecticide-Treated Nets: the Impact of Piperonyl Butoxide and Chlorfenapyr,"Susceptibility tests were conducted on 2- to 4-day old adult female An. gambiae s.l. reared from larval collections.  n the absence of a WHO-recommended standard protocol for chlorfenapyr, two interim doses (100 and 200 µg/bottle) were used to test the susceptibility of mosquitoes using the CDC bottle assay method. (MapVEu VBP0000650)",gpt-3.5-turbo,Genomics   Annotation   Microbiology
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2014",Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2014. (MapVEu VBP0000760),gpt-3.5-turbo,Infectious disease	Population genetics	Vector biology
"SNP calls on WGS of Candida auris isolates from the coastal wetlands of Andaman Islands, India","13 Candida auris strains isolated in the present study from the South Andaman district, Andaman & Nicobar Islands, Union Territory of India.",gpt-3.5-turbo,Environmental sciences  	Ecology  	Infectious disease
<i>Stachybotrys chartarum</i> IBT 40293 Genome Sequence and Annotation,Genome Sequence and Annotation of Stachybotrys chartarum IBT 40293,gpt-3.5-turbo,Genomics	Environmental sciences	Microbiology
Histoplasma capsulatum yeast and mycelial transcriptomes (G186A and G217B),Yeast and mycelial transcriptome of Histoplasma capsulatum G186A and G217B strains were analyzed via the Illumina GAII platform.,gpt-3.5-turbo,Genomics    DNA    Microbiology
Purified Uropods from Trophozoite,Purified Uropods from Trophozoite,gpt-3.5-turbo,Transcriptomics	Computational biology	Genetics
Culex annulirostris (Diptera: Culicidae) Host Feeding Patterns and Japanese Encephalitis Virus Ecology in Northern Australia,"To further characterize mosquito feeding behavior in northern Australia, 1,128 bloodmeals from Cx. annulirostris were analyzed using a double-antibody enzyme-linked immunosorbent assay. (MapVEu VBP0000358)",gpt-3.5-turbo,Biochemistry	Molecular biology	Cell biology
Candida albicans adaptation to azole antifungal drugs,The goal of this research was to identify the copy number breakpoints associated with complex copy number variations in diverse Candida albicans isolates.,gpt-3.5-turbo,Infectious disease	Zoology	Ecology
Procyclics - protein palmitoylation (29-13),"Proteins from whole cell lysates of T. brucei procyclic form 29-13 strain 
    were biotinylated at the site of palmitoylation and purified by streptavidin chromatography. 
    Streptavidin eluates were precipitated and proteins preparations were analyzed by LC-MS/MS.",gpt-3.5-turbo,Genetics	Microbiology	Drug development
Comparative proteomics of bloodstream and procyclic forms (T.b. 427),Comparison of T. brucei 427 procyclic and bloodstream form trypanosomes via SILAC proteomic analysis.,gpt-3.5-turbo,Biochemistry   Computational biology   Proteomics
Male and female sex-tissues vs carcass transcriptomes in adults and larvae,"Male and female sex-tissues vs carcass transcriptomes.  3-4 day old adult males and 48 hour blood-fed females. Reproductive tissues collected from females included the ovaries and the common oviduct and for males included the testis and accessory glands. The remaining carcass (CA) included the head, thorax and abdomen.",gpt-3.5-turbo,Bioinformatics	Comparative genomics	Proteomics
Transcriptome profiling of Coccidioides posadasii WT and CPS1 deletion mutant,"Although the role of CPS1 in virulence is not understood, phenotypic alterations and transcription differences between WT and CPS1 deletion mutant were observed. In this study RNA-Seq experiment comparing WT and Δcps1 mutant was done in duplicates. Considering its apparently complete attenuation of virulence and the high degree of resistance to C. posadasii infection when used as a vaccine, the Δcps1 is a promising vaccine candidate for preventing coccidioidomycosis in humans or other animals.",gpt-3.5-turbo,Transcriptomics	Reproductive health	Zoology
Multi-country Survey Revealed Prevalent and Novel F1534S Mutation in Voltage-Gated Sodium Channel (VGSC) Gene in Aedes albopictus,"A total of 597 Ae. albopictus individuals from 12 populations across Asia, Africa, America and Europe were examined for mutations in the voltage-gated sodium channel gene. Three domains for a total of 1,107 bp were sequenced for every individual. Two populations from southern China were examined for pyrethroid resistance using the WHO standard tube bioassay, and the association between kdr mutations and phenotypic resistance was tested. (MapVEu VBP0000136)",gpt-3.5-turbo,Transcriptomics  	Vaccinology  	Infectious disease
Proteomics changes in response to human serum,Proteomics response of Aspergillus fumigatus to human serum.,gpt-3.5-turbo,Genetics	Genomics	Molecular biology
Trophozoite transcriptome of A. castellani,Trophozoite transcriptome of  Acanthamoeba castellini  str Neff,gpt-3.5-turbo,"Proteomics
Infectious disease
Human genetics"
"State-wide mosquito surveillance in Iowa, USA, 2010 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000379)",gpt-3.5-turbo,Transcriptomics   Molecular biology   Parasitology
<i>Ustilago maydis</i> 521 Genome Sequence and Annotation,Genome sequence and annotation for Ustilago maydis 521.,gpt-3.5-turbo,Environmental sciences  	Infectious disease	    Zoology
<i>Coccidioides posadasii</i> CPA 0020 Genome Sequence,Genome sequence for Coccidioides posadasii CPA 0020,gpt-3.5-turbo,Genomics	Genetics	Biology
Proteomics changes in response to human serum,Proteomics response of Aspergillus clavatus to human serum.,gpt-3.5-turbo,Genomics   Biological science   Microbiology
<i>Ordospora colligata</i> OC4 Genome Sequence and Annotation,Ordospora colligata OC4 Sequence and Annotation,gpt-3.5-turbo,"Proteomics
Microbiology
Immunology"
North Dakota State Department of Health mosquito data for 2005,"2005 mosquito data from North Dakota, collected by the North Dakota State Department of Health. (MapVEu VBP0000529)",gpt-3.5-turbo,Genomics	Sequence analysis	Biology
Monitoring of resistance to the pyrethroid cypermethrin in Brazilian Aedes aegypti (Diptera : Culicidae) populations collected between 2001 and 2003,Insecticide resistance study imported from IRBase. (MapVEu VBP0000098),gpt-3.5-turbo,Environmental sciences	Public health and epidemiology	Infectious disease
Powassan/Deer Tick Virus and Borrelia Burgdorferi Infection in Wisconsin Tick Populations,"Prevalence and geographic distribution of Wisconsin ticks carrying POWV/DTV as well as the high frequency of Ixodes scapularis ticks coinfected with both POWV/DTV and Borrelia burgdorferi, the causative agent of Lyme disease.",gpt-3.5-turbo,Environmental sciences  	Ecology  	Infectious disease
C. parvum WGS of clinical isolates (C. hominis aligned),Whole genome sequence of C. parvum isolates determined by an IMS/Illumina-based method for the WGS of clinical isolates,gpt-3.5-turbo,Infectious disease	Virology	Ecology
<i>Monilinia fructicola</i> CPMC6 Genome Sequence and Annotation,Genome Sequence and Annotation of Monilinia fructicola CPMC6,gpt-3.5-turbo,Bioinformatics   Genomics   Infectious disease
SNP calls on 387 C. neoformans var. grubii isolates,Whole genome sequencing data from 387 C. neoformans var. grubii isolates,gpt-3.5-turbo,Genomics   	Biology   	Microbiology
<i>Coccidioides posadasii</i> C735 delta SOWgp Genome Sequence and Annotation,Genome sequence and annotation for Cryptococcus neoformans var. neoformans JEC21.,gpt-3.5-turbo,Genetics	Genomics	Microbial ecology
<i>Canis lupus</i> familiaris isolate SID07034 Genome Sequence and Annotation,Genome Sequence and Annotation of Canis lupus familiaris isolate SID07034. From a male Labrador retriever.,gpt-3.5-turbo,Genomics	Microbiology	Sequence analysis
"Aedes aegypti transcriptome response to blood (heated or normal), sugar, and complement proteins (hC3 or hC5a)",Three different experimental conditions (meal types) for the in vivo mosquitoes. Three experimental conditions for the in vitro cell line (types of human complement proteins).,gpt-3.5-turbo,Veterinary medicine   Zoology   Genome sequencing
<i>Aedes aegypti</i> LVP_AGWG Genome Sequence and Annotation,Genome Sequence and Annotation for Aedes aegypti Liverpool AGWG,gpt-3.5-turbo,Cell culture collection     Transcriptomics     Immunology
Comparison of gene expression in Cryptococcus gattii clinical isolates,Trascriptomics study of C.gattii clinical isolates recovered during Vancouver Island outbreak in Canada.,gpt-3.5-turbo,"Genomics	Data submission, annotation, and curation	Sequence analysis"
A single-parasite transcriptional atlas of Toxoplasma Gondii reveals novel control of antigen expression - PRU,A single cell expression atlas in three strains of Toxoplasma gondii tachyzoites and bradyzoites reveals novel control of antigen expression and concerted gene expression through the lifecycle.,gpt-3.5-turbo,"Gene expression
Transcriptomics
Infectious disease"
S. cerevisiae transcriptomes in hypoxia and normoxia conditions,"Yeast transcriptomes in hypoxia and normoxia, stationary and logarithmic phase.",gpt-3.5-turbo,Transcriptomics\tParasitology\tGene expression
Promastigote transcriptome for Porcisia deanei TCC258,RNA Seq transcriptome of promastigote stage from Porcisia deanei TCC258,gpt-3.5-turbo,Transcriptomics    Physiology    Molecular biology
Sand Fly Genome Project - Lutzomyia,"The genomes of two different phlebotomine sand flies, P. papatasi and Lu. longipalpis, that exhibit distinct distributions, behavior, and pathogen specificity were sequenced and assembled.  P. papatasi is a restrictive vector, transmitting only Le. major parasites and is widely distributed in the Old World.  Lu. longipalpis is distributed  throughout Central and South America and although considered a permissive vector in laboratory conditions, only transmits Le. infantum naturally.  The population structure of P. papatasi collected over a large geographical range in the Middle East and North Africa and Lu. longipalis incipient species from Brazil was also assessed. (MapVEu VBP0000505)",gpt-3.5-turbo,Transcriptomics   Proteomics    Parasitology
Metacyclic Stage Proteome,Proteomic analysis of L. infantum metacyclic stage (pH5-6).,gpt-3.5-turbo,Genetics   Bioinformatics   Parasitology
"First report of the East African kdr mutation in an Anopheles
gambiae mosquito in C&#244;te d&#8217;Ivoire","Immature stages of Anopheles gambiae s.l. were collected from breeding sites at the outskirts of Yamoussoukro, Côte d'Ivoire. Emerging 3-5 day old adult female mosquitoes were tested for susceptibility to deltamethrin 0.05%, malathion 5%, bendiocarb 1% and dichlorodiphenyltrichloroethane (DDT) 4% according to WHO standard procedures. A total of 50  An. gambiae s.l. specimens were drawn at random for DNA extraction and identification down to the species level. A subsample of 30 mosquitoes was tested for the East-African kdr mutation using a Taqman assay. (MapVEu VBP0000191)",gpt-3.5-turbo,Proteomics        Biological Sciences        Infectious Disease
<i>Anopheles epiroticus</i> Epiroticus2 Genome Sequence and Annotation,Genome Sequence and Annotation for Anopheles epiroticus Epiroticus2,gpt-3.5-turbo,Genetics	Zoology	Environmental sciences
Experimental evolution of fluconazole resistance in Candida auris,Transcriptomic profiles of drug resistant and sensitive strains of Candida auris,gpt-3.5-turbo,Genomics	Genetics	Sequence analysis
<i>Magnaporthiopsis poae</i> ATCC 64411 Genome Sequence and Annotation,Genome Sequence and Annotation of Magnaporthiopsis poae ATCC 64411,gpt-3.5-turbo,Transcriptomics	Nucleic acids	Microbiology
Schizont Total and Phosphoproteomes (Ankara),"Total and phosphoproteomes of T. annulata Ankara schizonts that were 
         purified from the schizont-infected TaC12 cells blocked in S-phase and mitosis.",gpt-3.5-turbo,Genomics	Population genetics	Bioinformatics
UTRs based on DAFT- and UTR-Seq (3D7 2020),GFF files showing UTRs for 3D7 strain determined by DAFT and 5UTR-Seq RNA sequencing techniques.,gpt-3.5-turbo,Parasitology      	Cell biology      	Proteomics
<i>Hamiltosporidium magnivora</i> IL-BN-2 Genome Sequence and Annotation,Genome Sequence and Annotation of Hamiltosporidium magnivora IL-BN-2,gpt-3.5-turbo,Genetics	Genomics	Transcriptomics
<i>Fusarium graminearum</i> PH-1 Genome Sequence and Annotation,Genome sequence and annotation for Fusarium graminearum (Gibberella zeae) PH-1.,gpt-3.5-turbo,Genomics 	Transcriptomics 	Molecular biology
"Mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2014","Mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2014. (MapVEu VBP0000399)",gpt-3.5-turbo,Genomics	Molecular biology	Sequence analysis
<i>Giardia Assemblage B</i> isolate GS Calgary Genome Sequence,Genome Sequence of Giardia Assemblage B isolate GS Calgary,gpt-3.5-turbo,Environmental sciences     Infectious disease     Public health and epidemiology
Whole-genome resequencing of 12 female and 12 male Anopheles gambiae G3 strain laboratory colony individuals,Males and females from the Crisanti lab's Anopheles gambiae G3 laboratory colony were subjected to individual genome resequencing. (MapVEu VBP0000227),gpt-3.5-turbo,Genetics	Microbiology	Genomics
Proteome of ApiAP2 double vs single knockout,Proteome deregulation in the purified schizonts of ap2-g/ap2-g2 double knockout compared to the parental ap2-g mutant clone.,gpt-3.5-turbo,Genetics	High-throughput sequencing	Molecular biology
Assemblage A intestine foci transcriptome (gassAWB2019 aligned),Transcriptome from Giardia foci in murine intestine,gpt-3.5-turbo,Cell biology   Bioinformatics   Proteomics
<i>Aspergillus thermomutatus</i> strain HMR AF 39 Genome Sequence and Annotation,Genome Sequence and Annotation for Aspergillus thermomutatus strain HMR AF 39,gpt-3.5-turbo,Genetics    Transcriptomics    Parasitology
