Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Systems scale interactive exploration reveals quantitative and qualitative differences in response to 2009-2010 Fluzone influenza vaccine and pneumococcal vaccine,"Systems immunology approaches were employed to investigate innate and adaptive immune responses to influenza and pneumococcal vaccines. These two non-live vaccines show different magnitudes of transcriptional responses at different time points af- ter vaccination. Software solutions were developed to explore correlates of vaccine efficacy measured as antibody titers at day 28. These enabled a further dissection of transcriptional responses. Thus, the innate response, measured within hours in the peripheral blood, was dominated by an interferon transcriptional signature after influenza vaccination and by an inflammation signature after pneumo- coccal vaccination. Day 7 plasmablast responses induced by both vaccines was more pronounced after pneumococcal vaccination. Together, these results suggest that comparing global immune responses elicited by different vaccines will be critical to our understanding of the immune mechanisms underpinning successful vaccination.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Systems Biology Analysis of the response to Licensed Hepatitis B Vaccine (HEPLISAV) in Whole Blood (see companion studies SDY816 and SDY690),This project will contribute to the overall vision and goals of this U19 by analyzing the role of adjuvants in the humoral response to hep B vaccination in healthy individuals.,gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Infectious Disease'},0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Differences in Antibody Responses Between Trivalent Inactivated Influenza Vaccine and Live Attenuated Influenza Vaccine (2011-12) Correlate With the Kinetics and Magnitude of Interferon Signaling in Children  (see companion study SDY144),"The treatment of pediatric immune system dysfunctions depends upon the basic understanding of its molecular and cellular components, as well as the inherent relationships between these components. Specifically, such knowledge requires an appreciation of B-Iymphocytes, T lymphocytes, natural killer cells and dendritic cells. Research investigating these cells and their functions necessitates the availability and acquisition of peripheral blood samples from healthy children to form control data groups against which various experimental conditions can be measured. Volunteers will be asked to donate blood samples to be used to further study the circulating dendritic cell subpopulations and establish their normal ranges. Blood samples will also be used to isolate antigen specific T lymphocytes, serve as a monocyte source and establish gene signatures.",gpt-3.5-turbo,"{'Drug development', 'Immunology', 'Medicine'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical medicine'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Drug development', 'Medicine'}",0.9239087301587303,0.3333333333333333,1.0,1.0,0.9239087301587303
Systems Biology Study to Investigate Immune Correlates to Hepatitis B Vaccine Engerix-B comparing cellular responses and gene expression patterns between PBMCs (cell sorts) and whole blood samples (see companion studies SDY816 and SDY299),This project will contribute to the overall vision and goals of this U19 by analyzing the role of adjuvants in the humoral response to hep B vaccination in healthy individuals.,gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Immunoinformatics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Immunoinformatics'}",0.9239087301587303,0.3333333333333333,1.0,1.0,0.9239087301587303
Systems Biology Analysis of the response to  Licensed Hepatitis B Vaccine (Engerix-B) (see companion study SDY690),This project will contribute to the overall vision and goals of this U19 by analyzing the role of adjuvants in the humoral response to hep B vaccination in healthy individuals.,gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Systems biology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Optimization of Belatacept Usage As A Means of Avoiding CNI and steroids in Renal Transplantation (CTOT-10),"Dialysis or kidney transplant are the two ways to treat kidney failure. Transplant recipients have to take anti-rejection medications to prevent their immune system (the body's natural defense system against illness) from rejecting their new kidney. Most patients who undergo a kidney transplant must take these anti-rejection medications for the rest of their lives. Taking standard anti-rejection medications for a long time can cause serious side effects, including kidney damage. There would be a benefit to finding new anti-rejection medications that work just as well, but don't damage the kidney.",gpt-3.5-turbo,"{'Paediatrics', 'Immunology', 'Data submission, annotation, and curation'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Paediatrics', 'Data submission, annotation, and curation'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Optimization of NULOJIX (Belatacept) Usage as a Means of Minimizing CNI Exposure in Simultaneous Pancreas and Kidney Transplantation (CTOT-15),"Transplant recipients have to take anti-rejection medications to prevent their immune systems (the body's natural defense system against illness) from rejecting their new organs. Most patients who receive a transplanted organ must take these anti-rejection medications for the rest of their lives, or for as long as the transplanted organ continues to work. Taking standard anti-rejection medications for a long time can cause serious side effects, including pancreas and kidney damage. There would be a benefit to finding new anti-rejection medications that work just as well, but could lessen the amount of anti-rejection medications that are taken long term.",gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Systems biology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Expanded PD-1hi CXCR5- T peripheral helper cells promote B cells responses in lupus via IL-21,"Evaluate the T cell populations altered in the circulation of patients with SLE by highdimensionalmass cytometry. We identify a highly expanded population of PD-1hi CXCR5- Tcells in SLE patients, including in early SLE patients studied prior to initiation of strongimmunosuppressive therapies. By phenotype, transcriptome, and function, these cells are Tphcells, a peripherally homing B cell helper population",gpt-3.5-turbo,"{'Biomedical science', 'Vaccinology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomedical science', 'Vaccinology'}",0.9239087301587301,0.3333333333333333,1.0,1.0,0.9239087301587301
A Retrospective Multicenter study to Determine Up to 5 Year Clinical Outcomes in Subjects Previously Randomized in the CTOT-11 Study (CTOT-23),"This study is a multicenter, non-randomized, retrospective, chart review study to collect long term (3 to 5 years post-transplant +/- 8 months) clinical outcome data on subjects previously enrolled in the CTOT-11 study. The CTOT-11 study randomized 163 subjects from September 2011 to September 2014. Eleven subjects withdrew consent, were lost to follow up, or died over the study period, and will not be included in the CTOT-23 study. This study will include up to 152 subjects. This study will be completed no later than December 2017. Each center will complete a retrospective chart review for the selected clinical variables identified in the Schedule of Events (Appendix 1), and enter the data in the Statistical and Clinical Coordinating Center (SACCC) electronic data capture system.",gpt-3.5-turbo,"{'Translational medicine', 'Pharmacology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Translational medicine', 'Pharmacology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Maternal immune response and placental antibody transfer after COVID-19 vaccination across trimester and platforms,"Here, we characterize the antibody profile after Ad26.COV2.S, mRNA-1273 or BNT162b2 vaccination in 158 pregnant individuals and evaluate transplacental antibody transfer by profiling maternal and umbilical cord blood in 175 maternal-neonatal dyads. These analyses reveal lower vaccine-induced functions and Fc receptor-binding after Ad26.COV2.S compared to mRNA vaccination and subtle advantages in titer and function with mRNA-1273 versus BN162b2. mRNA vaccines have higher titers and functions against SARS-CoV-2 variants of concern. First and third trimester vaccination results in enhanced maternal antibody-dependent NK-cell activation, cellular and neutrophil phagocytosis, and complement deposition relative to second trimester. Higher transplacental transfer ratios following first and second trimester vaccination may reflect placental compensation for waning maternal titers.",gpt-3.5-turbo,"{'Pharmacology', 'Immunology', 'Medicine'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Pharmacology', 'Medicine'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
